Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/checkIsPrimeNumber?number=10035883849607893,1,0,6159.957378025865,6159.957378025865,6159.957378025865,6159.957378025865,5.0,0.020396600709842654,0.0,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
GET,/checkIsPrimeNumber?number=10080644638324554,1,1,23.119291989132762,23.119291989132762,23.119291989132762,23.119291989132762,122.0,0.020396600709842654,0.020396600709842654,23,23,23,23,23,23,23,23,23,23,23
GET,/checkIsPrimeNumber?number=10189032502359629,1,1,134.82845801627263,134.82845801627263,134.82845801627263,134.82845801627263,122.0,0.020396600709842654,0.020396600709842654,130,130,130,130,130,130,130,130,130,130,130
GET,/checkIsPrimeNumber?number=10445341406890745,1,0,264.20887498534285,264.20887498534285,264.20887498534285,264.20887498534285,5.0,0.020396600709842654,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/checkIsPrimeNumber?number=10754316645366958,1,0,125.20900001982227,125.20900001982227,125.20900001982227,125.20900001982227,5.0,0.020396600709842654,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/checkIsPrimeNumber?number=10792571762431828,1,1,41.799958009505644,41.799958009505644,41.799958009505644,41.799958009505644,122.0,0.020396600709842654,0.020396600709842654,42,42,42,42,42,42,42,42,42,42,42
GET,/checkIsPrimeNumber?number=10798183505961811,1,0,217.14566700393334,217.14566700393334,217.14566700393334,217.14566700393334,5.0,0.020396600709842654,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/checkIsPrimeNumber?number=10884148642969380,1,0,192.94162502046674,192.94162502046674,192.94162502046674,192.94162502046674,5.0,0.020396600709842654,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/checkIsPrimeNumber?number=10885879752335180,1,0,103.16358300042339,103.16358300042339,103.16358300042339,103.16358300042339,5.0,0.020396600709842654,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/checkIsPrimeNumber?number=10946008359313430,1,0,177.87079099798575,177.87079099798575,177.87079099798575,177.87079099798575,5.0,0.020396600709842654,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/checkIsPrimeNumber?number=11085776663678264,1,1,27.06687498721294,27.06687498721294,27.06687498721294,27.06687498721294,122.0,0.020396600709842654,0.020396600709842654,27,27,27,27,27,27,27,27,27,27,27
GET,/checkIsPrimeNumber?number=11150690587956173,1,0,229.0791249834001,229.0791249834001,229.0791249834001,229.0791249834001,5.0,0.020396600709842654,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/checkIsPrimeNumber?number=11393146776434808,1,1,28.766834002453834,28.766834002453834,28.766834002453834,28.766834002453834,122.0,0.020396600709842654,0.020396600709842654,29,29,29,29,29,29,29,29,29,29,29
GET,/checkIsPrimeNumber?number=11393965938130197,1,1,22.494000004371628,22.494000004371628,22.494000004371628,22.494000004371628,122.0,0.020396600709842654,0.020396600709842654,22,22,22,22,22,22,22,22,22,22,22
GET,/checkIsPrimeNumber?number=11687462117043352,1,1,23.09262499329634,23.09262499329634,23.09262499329634,23.09262499329634,122.0,0.020396600709842654,0.020396600709842654,23,23,23,23,23,23,23,23,23,23,23
GET,/checkIsPrimeNumber?number=12464698539090047,1,0,157.2037079895381,157.2037079895381,157.2037079895381,157.2037079895381,5.0,0.020396600709842654,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/checkIsPrimeNumber?number=13536888193057563,1,1,27.753749978728592,27.753749978728592,27.753749978728592,27.753749978728592,122.0,0.020396600709842654,0.020396600709842654,28,28,28,28,28,28,28,28,28,28,28
GET,/checkIsPrimeNumber?number=13563823505762032,1,1,30.305582971777767,30.305582971777767,30.305582971777767,30.305582971777767,122.0,0.020396600709842654,0.020396600709842654,30,30,30,30,30,30,30,30,30,30,30
GET,/checkIsPrimeNumber?number=13651517313311815,1,0,58.29387501580641,58.29387501580641,58.29387501580641,58.29387501580641,5.0,0.020396600709842654,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/checkIsPrimeNumber?number=13931109874269158,1,0,75.331667001592,75.331667001592,75.331667001592,75.331667001592,5.0,0.020396600709842654,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/checkIsPrimeNumber?number=14001908707088486,1,1,159.31754201301374,159.31754201301374,159.31754201301374,159.31754201301374,122.0,0.020396600709842654,0.020396600709842654,160,160,160,160,160,160,160,160,160,160,160
GET,/checkIsPrimeNumber?number=14334219507893011,1,0,204.87437499105,204.87437499105,204.87437499105,204.87437499105,5.0,0.020396600709842654,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/checkIsPrimeNumber?number=14490468375696757,1,1,23.283082991838455,23.283082991838455,23.283082991838455,23.283082991838455,122.0,0.020396600709842654,0.020396600709842654,23,23,23,23,23,23,23,23,23,23,23
GET,/checkIsPrimeNumber?number=14795048732730389,1,0,164.42024998832494,164.42024998832494,164.42024998832494,164.42024998832494,5.0,0.020396600709842654,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/checkIsPrimeNumber?number=14885099928469226,1,0,63.14358301460743,63.14358301460743,63.14358301460743,63.14358301460743,5.0,0.020396600709842654,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/checkIsPrimeNumber?number=14984258446998237,1,0,262.8654170257505,262.8654170257505,262.8654170257505,262.8654170257505,5.0,0.020396600709842654,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/checkIsPrimeNumber?number=15131305161850527,1,0,64.3409589829389,64.3409589829389,64.3409589829389,64.3409589829389,5.0,0.020396600709842654,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/checkIsPrimeNumber?number=15169392640971660,1,1,129.84408301417716,129.84408301417716,129.84408301417716,129.84408301417716,122.0,0.020396600709842654,0.020396600709842654,130,130,130,130,130,130,130,130,130,130,130
GET,/checkIsPrimeNumber?number=15197802416649757,1,0,55.68799999309704,55.68799999309704,55.68799999309704,55.68799999309704,5.0,0.020396600709842654,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/checkIsPrimeNumber?number=15688410395829239,1,0,160.11891601374373,160.11891601374373,160.11891601374373,160.11891601374373,5.0,0.020396600709842654,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/checkIsPrimeNumber?number=15817710207139090,1,1,32.59329198044725,32.59329198044725,32.59329198044725,32.59329198044725,122.0,0.020396600709842654,0.020396600709842654,33,33,33,33,33,33,33,33,33,33,33
GET,/checkIsPrimeNumber?number=16276131942110324,1,0,167.32683300506324,167.32683300506324,167.32683300506324,167.32683300506324,5.0,0.020396600709842654,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/checkIsPrimeNumber?number=16401017894215266,1,0,158.19275000831112,158.19275000831112,158.19275000831112,158.19275000831112,5.0,0.020396600709842654,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/checkIsPrimeNumber?number=16834612389065733,1,0,63.74500002129935,63.74500002129935,63.74500002129935,63.74500002129935,5.0,0.020396600709842654,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/checkIsPrimeNumber?number=16873519953692824,1,0,153.78074999898672,153.78074999898672,153.78074999898672,153.78074999898672,5.0,0.020396600709842654,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/checkIsPrimeNumber?number=16943077239543683,1,1,24.964916985481977,24.964916985481977,24.964916985481977,24.964916985481977,122.0,0.020396600709842654,0.020396600709842654,25,25,25,25,25,25,25,25,25,25,25
GET,/checkIsPrimeNumber?number=17257991249151322,1,0,105.47195799881592,105.47195799881592,105.47195799881592,105.47195799881592,5.0,0.020396600709842654,0.0,110,110,110,110,110,110,110,110,110,110,110
