Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1702127350,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1702127350,1,,Aggregated,0.000000,0.000000,120,120,190,190,190,190,190,190,190,190,190,3,0,120.0,128.61336100225648,71.84199999028351,190.75237501238007,60.333333333333336
1702127351,1,,Aggregated,0.000000,0.000000,120,130,150,150,190,190,190,190,190,190,190,8,0,97,113.436197874762,64.09108299703803,190.75237501238007,52.875
1702127351,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127352,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127352,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127353,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127353,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127354,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127354,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127355,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127355,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127356,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127356,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127357,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127357,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
1702127358,1,,Aggregated,0.000000,0.000000,120,130,130,150,190,190,190,190,190,190,190,10,0,97,108.83881250047125,47.47583300922997,190.75237501238007,52.9
