Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/checkprime?number=10001718695820328,1,0,1171.2490009958856,1171.2490009958856,1171.2490009958856,1171.2490009958856,381.0,0.0002778700188805936,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/prod/checkprime?number=10038438445800022,1,0,1369.958499999484,1369.958499999484,1369.958499999484,1369.958499999484,327.0,0.0002778700188805936,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/prod/checkprime?number=10041971082155321,1,0,1755.2955420105718,1755.2955420105718,1755.2955420105718,1755.2955420105718,345.0,0.0002778700188805936,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/prod/checkprime?number=10051422003309112,1,0,771.1111670068931,771.1111670068931,771.1111670068931,771.1111670068931,201.0,0.0002778700188805936,0.0,770,770,770,770,770,770,770,770,770,770,770
GET,/prod/checkprime?number=10065064392524980,1,0,494.3845839879941,494.3845839879941,494.3845839879941,494.3845839879941,201.0,0.0002778700188805936,0.0,490,490,490,490,490,490,490,490,490,490,490
GET,/prod/checkprime?number=10135176008202910,1,0,603.9380419824738,603.9380419824738,603.9380419824738,603.9380419824738,201.0,0.0002778700188805936,0.0,600,600,600,600,600,600,600,600,600,600,600
GET,/prod/checkprime?number=10148613867729404,1,0,424.77375001180917,424.77375001180917,424.77375001180917,424.77375001180917,255.0,0.0002778700188805936,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/prod/checkprime?number=10175694387781010,1,0,1815.937709005084,1815.937709005084,1815.937709005084,1815.937709005084,489.0,0.0002778700188805936,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/prod/checkprime?number=10195813676752600,1,0,1875.3497510042507,1875.3497510042507,1875.3497510042507,1875.3497510042507,453.0,0.0002778700188805936,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/prod/checkprime?number=10196848069455753,1,0,789.9938329937868,789.9938329937868,789.9938329937868,789.9938329937868,255.0,0.0002778700188805936,0.0,790,790,790,790,790,790,790,790,790,790,790
GET,/prod/checkprime?number=10200628973757611,1,0,21107.80100899865,21107.80100899865,21107.80100899865,21107.80100899865,578.0,0.0002778700188805936,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/prod/checkprime?number=10201439559704168,1,0,473.66541699739173,473.66541699739173,473.66541699739173,473.66541699739173,309.0,0.0002778700188805936,0.0,470,470,470,470,470,470,470,470,470,470,470
GET,/prod/checkprime?number=10213443010435645,1,0,531.6047089872882,531.6047089872882,531.6047089872882,531.6047089872882,255.0,0.0002778700188805936,0.0,530,530,530,530,530,530,530,530,530,530,530
GET,/prod/checkprime?number=10227320633216629,1,0,2004.91620899993,2004.91620899993,2004.91620899993,2004.91620899993,489.0,0.0002778700188805936,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/prod/checkprime?number=10250321896481948,1,0,961.2155010108836,961.2155010108836,961.2155010108836,961.2155010108836,345.0,0.0002778700188805936,0.0,960,960,960,960,960,960,960,960,960,960,960
GET,/prod/checkprime?number=10278262079478975,1,0,1491.9250840030145,1491.9250840030145,1491.9250840030145,1491.9250840030145,345.0,0.0002778700188805936,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/prod/checkprime?number=10308086562068440,1,0,3155.2513760107104,3155.2513760107104,3155.2513760107104,3155.2513760107104,561.0,0.0002778700188805936,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/prod/checkprime?number=10333485897233667,1,0,652.4558340024669,652.4558340024669,652.4558340024669,652.4558340024669,183.0,0.0002778700188805936,0.0,650,650,650,650,650,650,650,650,650,650,650
