Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/prod/camelcase?text=I%20told%20my%20wife%20she%20was%20drawing%20her%20eyebrows%20too%20high.%20She%20looked%20surprised.,1,0,2726.3837100035744,2726.3837100035744,2726.3837100035744,2726.3837100035744,62.0,0.35517558493026563,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/prod/camelcase?text=I%27m%20on%20a%20seafood%20diet.%20I%20see%20food%20and%20I%20eat%20it.,1,0,2585.899543002597,2585.899543002597,2585.899543002597,2585.899543002597,35.0,0.35517558493026563,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/prod/camelcase?text=I%27m%20reading%20a%20horror%20book%20in%20Braille.%20Something%20bad%20is%20going%20to%20happen%2C%20I%20can%20feel%20it.,1,0,2758.5203769995132,2758.5203769995132,2758.5203769995132,2758.5203769995132,68.0,0.35517558493026563,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/prod/camelcase?text=I%27m%20terrified%20of%20elevators%2C%20so%20I%E2%80%99m%20going%20to%20start%20taking%20steps%20to%20avoid%20them.,2,0,2600.0,2636.361647499143,2580.784460005816,2691.93883499247,62.0,0.7103511698605313,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/prod/camelcase?text=Parallel%20lines%20have%20so%20much%20in%20common.%20It%E2%80%99s%20a%20shame%20they%E2%80%99ll%20never%20meet.,2,0,2533.2528759900015,2552.878521993989,2533.2528759900015,2572.5041679979768,57.0,0.7103511698605313,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/prod/camelcase?text=Reading%20a%20horror%20book%20in%20Braille.%20Something%20bad%20is%20going%20to%20happen%2C%20I%20can%20feel%20it.,2,0,2600.0,2594.2093350022333,2562.3507099953713,2626.0679600090953,66.0,0.7103511698605313,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/prod/camelcase?text=Why%20don%E2%80%99t%20scientists%20trust%20atoms%3F%20Because%20they%20make%20up%20everything%21,1,0,2720.1098759978777,2720.1098759978777,2720.1098759978777,2720.1098759978777,56.0,0.35517558493026563,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
,Aggregated,10,0,2600.0,2635.7812514994293,2533.2528759900015,2758.5203769995132,59.1,3.5517558493026566,0.0,2600,2700,2700,2700,2800,2800,2800,2800,2800,2800,2800
