Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1702123369,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1702123370,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123371,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123372,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123373,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123374,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123375,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123376,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123377,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123378,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123379,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123381,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123382,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123383,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123384,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123385,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123386,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123387,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123388,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123389,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123390,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123391,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123392,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123393,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123394,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123395,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123396,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123397,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123398,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123399,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123400,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123401,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123402,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123403,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123404,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123405,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123406,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123407,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123408,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123410,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
1702123411,0,,Aggregated,0.000000,0.000000,550,570,590,620,650,650,650,650,650,650,650,10,0,550.0,564.5355126966024,486.8404579901835,645.9462079947116,52.2
