Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/checkIsPrimeNumber?number=10048178582156017,1,0,52.21979099997043,52.21979099997043,52.21979099997043,52.21979099997043,5.0,0.0002780684886703053,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/checkIsPrimeNumber?number=10107263597817587,1,0,124.54062500000873,124.54062500000873,124.54062500000873,124.54062500000873,5.0,0.0002780684886703053,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/checkIsPrimeNumber?number=10169799917397070,1,0,39.74012499998025,39.74012499998025,39.74012499998025,39.74012499998025,5.0,0.0002780684886703053,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/checkIsPrimeNumber?number=10181961767132307,1,0,39.50645800023267,39.50645800023267,39.50645800023267,39.50645800023267,5.0,0.0002780684886703053,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/checkIsPrimeNumber?number=10277060342407811,1,0,43.441750000056345,43.441750000056345,43.441750000056345,43.441750000056345,5.0,0.0002780684886703053,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/checkIsPrimeNumber?number=10309970913761398,1,0,50.10733300014181,50.10733300014181,50.10733300014181,50.10733300014181,5.0,0.0002780684886703053,0.0,50,50,50,50,50,50,50,50,50,50,50
GET,/checkIsPrimeNumber?number=10317104322788178,1,0,40.35129199996845,40.35129199996845,40.35129199996845,40.35129199996845,5.0,0.0002780684886703053,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/checkIsPrimeNumber?number=10324626927571973,1,0,38.798166000105994,38.798166000105994,38.798166000105994,38.798166000105994,5.0,0.0002780684886703053,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/checkIsPrimeNumber?number=10329803845044144,1,0,111.96683299999677,111.96683299999677,111.96683299999677,111.96683299999677,5.0,0.0002780684886703053,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/checkIsPrimeNumber?number=10330781791766905,1,0,74.92662499998914,74.92662499998914,74.92662499998914,74.92662499998914,5.0,0.0002780684886703053,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/checkIsPrimeNumber?number=10369283370397400,1,0,228.17320900003324,228.17320900003324,228.17320900003324,228.17320900003324,5.0,0.0002780684886703053,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/checkIsPrimeNumber?number=10381928037495690,1,0,48.19429100007255,48.19429100007255,48.19429100007255,48.19429100007255,5.0,0.0002780684886703053,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/checkIsPrimeNumber?number=10393961637563599,1,0,44.9160830000892,44.9160830000892,44.9160830000892,44.9160830000892,5.0,0.0002780684886703053,0.0,45,45,45,45,45,45,45,45,45,45,45
GET,/checkIsPrimeNumber?number=10454905147411214,1,0,30.72983399988516,30.72983399988516,30.72983399988516,30.72983399988516,5.0,0.0002780684886703053,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/checkIsPrimeNumber?number=10695330515252671,1,0,69.72391699991931,69.72391699991931,69.72391699991931,69.72391699991931,5.0,0.0002780684886703053,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/checkIsPrimeNumber?number=10817731211224862,1,0,218.66991700005656,218.66991700005656,218.66991700005656,218.66991700005656,5.0,0.0002780684886703053,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/checkIsPrimeNumber?number=10830737016132314,1,0,45.54425000014817,45.54425000014817,45.54425000014817,45.54425000014817,5.0,0.0002780684886703053,0.0,46,46,46,46,46,46,46,46,46,46,46
GET,/checkIsPrimeNumber?number=10861501988079432,1,0,190.52358399994773,190.52358399994773,190.52358399994773,190.52358399994773,5.0,0.0002780684886703053,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/checkIsPrimeNumber?number=10873715496004153,1,0,46.27391699978034,46.27391699978034,46.27391699978034,46.27391699978034,5.0,0.0002780684886703053,0.0,46,46,46,46,46,46,46,46,46,46,46
GET,/checkIsPrimeNumber?number=10882261914869778,1,0,71.84195799982263,71.84195799982263,71.84195799982263,71.84195799982263,5.0,0.0002780684886703053,0.0,72,72,72,72,72,72,72,72,72,72,72
GET,/checkIsPrimeNumber?number=10899861656943281,1,0,30.072915999880934,30.072915999880934,30.072915999880934,30.072915999880934,5.0,0.0002780684886703053,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/checkIsPrimeNumber?number=10925843744068856,1,0,45.298666999997295,45.298666999997295,45.298666999997295,45.298666999997295,5.0,0.0002780684886703053,0.0,45,45,45,45,45,45,45,45,45,45,45
