Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/checkprime/checkIsPrimeNumber?number=10061637883898509,1,0,332.5880419870373,332.5880419870373,332.5880419870373,332.5880419870373,5.0,0.00028047249093151845,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/checkprime/checkIsPrimeNumber?number=10369141981272313,1,0,1843.1115010171197,1843.1115010171197,1843.1115010171197,1843.1115010171197,5.0,0.00028047249093151845,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/checkprime/checkIsPrimeNumber?number=10382390300161541,1,0,174.19354201410897,174.19354201410897,174.19354201410897,174.19354201410897,5.0,0.00028047249093151845,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/checkprime/checkIsPrimeNumber?number=10395167941451089,1,0,2125.325167988194,2125.325167988194,2125.325167988194,2125.325167988194,4.0,0.00028047249093151845,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/checkprime/checkIsPrimeNumber?number=10401825919763495,1,0,80.54583298508078,80.54583298508078,80.54583298508078,80.54583298508078,5.0,0.00028047249093151845,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/checkprime/checkIsPrimeNumber?number=10489771895822236,1,0,66.8682919931598,66.8682919931598,66.8682919931598,66.8682919931598,5.0,0.00028047249093151845,0.0,67,67,67,67,67,67,67,67,67,67,67
GET,/checkprime/checkIsPrimeNumber?number=10508956584488102,1,0,69.21462499303743,69.21462499303743,69.21462499303743,69.21462499303743,5.0,0.00028047249093151845,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/checkprime/checkIsPrimeNumber?number=10511753908838542,1,0,81.34929102379829,81.34929102379829,81.34929102379829,81.34929102379829,5.0,0.00028047249093151845,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/checkprime/checkIsPrimeNumber?number=10519957905178856,1,0,340.5202919966541,340.5202919966541,340.5202919966541,340.5202919966541,5.0,0.00028047249093151845,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/checkprime/checkIsPrimeNumber?number=10603189221871259,1,0,64.28879199665971,64.28879199665971,64.28879199665971,64.28879199665971,5.0,0.00028047249093151845,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/checkprime/checkIsPrimeNumber?number=10627900314914624,1,0,70.75583300320432,70.75583300320432,70.75583300320432,70.75583300320432,5.0,0.00028047249093151845,0.0,71,71,71,71,71,71,71,71,71,71,71
GET,/checkprime/checkIsPrimeNumber?number=10661126332941202,1,0,92.13912498671561,92.13912498671561,92.13912498671561,92.13912498671561,5.0,0.00028047249093151845,0.0,92,92,92,92,92,92,92,92,92,92,92
GET,/checkprime/checkIsPrimeNumber?number=10796760125774029,1,0,83.62416599993594,83.62416599993594,83.62416599993594,83.62416599993594,5.0,0.00028047249093151845,0.0,84,84,84,84,84,84,84,84,84,84,84
GET,/checkprime/checkIsPrimeNumber?number=10862617685214640,1,0,411.9564170250669,411.9564170250669,411.9564170250669,411.9564170250669,5.0,0.00028047249093151845,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/checkprime/checkIsPrimeNumber?number=10974192400498540,1,0,69.58116698660888,69.58116698660888,69.58116698660888,69.58116698660888,5.0,0.00028047249093151845,0.0,70,70,70,70,70,70,70,70,70,70,70
